epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,5.28101,1.37632,3.04472,1.24623,0.00767,0.74194,0.19131,0.16446,0.90762,2.93767,0.97795,4e-05,4e-05,4e-05
2,10.3096,1.30929,2.83269,1.27935,0.008,0.77419,0.26202,0.22382,0.90367,2.91528,0.97966,5.05e-05,5.05e-05,5.05e-05
